Feature 1,Feature 2,Correlation
k12Funding,averageWeeklyWageAsPercentofStateAverage,0.798786276089506
gdp2022,averageWeeklyWage,0.7972699416209942
gdp2022,averageWeeklyWageAsPercentofStateAverage,0.7972699416209942
Gdp2021,averageWeeklyWage,0.7964715063076877
Gdp2021,averageWeeklyWageAsPercentofStateAverage,0.7964715063076877
propertyTaxTotalLevy,averageWeeklyWageAsPercentofStateAverage,0.7947360027361252
propertyTaxTotalLevy,averageWeeklyWage,0.7947360027361252
foodInsecurity2022Percent,childPovertyPercent,0.7878279867525744
medicaidEnrollmentTraditionalPercent,foodInsecurity2021Percent,0.7871797744681316
medicaidEnrollmentExpansionPercent,foodInsecurity2022Percent,0.7854434183131425
educationalAttainmentGoal2030,averageWeeklyWageAsPercentofStateAverage,0.7835785969027436
educationalAttainmentGoal2030,averageWeeklyWage,0.7835785969027436
educationalAttainmentPercent,perCapitaIncome,0.7766597954207956
educationalAttainmentPercent,perCapitaIncomeAsPercentofStatePCI,0.7766597954207956
educationalAttainmentPercent,broadbandInternetAccess2019Percent,0.766307785036484
broadbandInternetAccess2019Percent,populationChangeSince2014,0.7658547777807183
demVotePercent2024,demVotePercent2000,0.7568936614598422
repVotePercent2024,repVotePercent2000,0.756893661459842
broadbandInternetAccess2022Percent,populationChangeSince2014,0.752102755693497
PropertyValuationPerCapita,propertyTaxPerCapita,0.7515875552690287
educationalAttainmentPercent,averageWeeklyWageAsPercentofStateAverage,0.7429369228030358
educationalAttainmentPercent,averageWeeklyWage,0.7429369228030358
educationalAttainmentPercent,broadbandInternetAccess2022Percent,0.7367612476450748
medicaidEnrollmentTraditionalPercent,foodInsecurity2022Percent,0.7347684850017799
puvValuationDeferred,populationPercentOfState,0.7199818349336553
perCapitaIncomeAsPercentofStatePCI,computingDeviceAccess2019Percent,0.7198380612397139
perCapitaIncome,computingDeviceAccess2019Percent,0.7198380612397139
puvValuationDeferred,population,0.7196662603935386
perCapitaIncomeAsPercentofStatePCI,computingDeviceAccess2022Percent,0.7164405712645641
perCapitaIncome,computingDeviceAccess2022Percent,0.7164405712645641
k12FundingADM,perCapitaIncomeAsPercentofStatePCI,0.7147626735723552
k12FundingADM,perCapitaIncome,0.7147626735723552
educationalAttainmentPercent,populationChangeSince2014,0.7107202453162494
puvValuationDeferred,k12Funding,0.7087326572875275
puvValuationDeferred,educationalAttainmentGoal2030,0.7087308326591499
puvValuationDeferred,propertyTaxTotalLevy,0.7062409925175506
educationalAttainmentPercent,k12FundingADM,0.7046850074811136
uninsuredResidents2021Percent,adultsWithoutHSDiplomaPercent,0.6977238550613348
puvValuationDeferred,numberOfFarms,0.6952661309106573
propertyTaxPerCapita,k12FundingADM,0.6901935685198902
PropertyValuationPerCapita,k12FundingADM,0.6892484106620498
uninsuredResidents2020Percent,adultsWithoutHSDiplomaPercent,0.6750407320938895
uninsuredResidents2021Percent,foodInsecurity2022Percent,0.674699014540776
medicaidEnrollmentTraditionalPercent,youthOpportunity2019Percent,0.6745567005433487
Area (Square Mile),agriculturalLandAcres,0.6729875468808726
perCapitaIncomeAsPercentofStatePCI,broadbandInternetAccess2019Percent,0.6692228182644405
perCapitaIncome,broadbandInternetAccess2019Percent,0.6692228182644405
perCapitaIncome,broadbandInternetAccess2022Percent,0.650878789598648
perCapitaIncomeAsPercentofStatePCI,broadbandInternetAccess2022Percent,0.650878789598648
perCapitaIncomeAsPercentofStatePCI,averageWeeklyWage,0.6472834415872296
perCapitaIncome,averageWeeklyWageAsPercentofStateAverage,0.6472834415872296
perCapitaIncome,averageWeeklyWage,0.6472834415872296
perCapitaIncomeAsPercentofStatePCI,averageWeeklyWageAsPercentofStateAverage,0.6472834415872296
uninsuredResidents2020Percent,foodInsecurity2022Percent,0.6405658054618869
medicaidEnrollmentTraditionalPercent,under18Percent,0.6385986481190661
educationalAttainmentPercent,k12Funding,0.6326316967167515
numberOfFarmsChangeSince2017Percent,agriculturalLandChangeSince2017Percent,0.6318271921271317
k12FundingADM,computingDeviceAccess2019Percent,0.631155855083848
k12FundingADM,computingDeviceAccess2022Percent,0.6306996790650766
educationalAttainmentPercent,population,0.6291121084399807
educationalAttainmentPercent,populationPercentOfState,0.6289916758965775
puvValuationDeferred,gdp2022,0.6285655988149768
puvValuationDeferred,Gdp2021,0.6264133402387573
propertyTaxTotalLevy,educationalAttainmentPercent,0.6262646019508495
medicaidEnrollmentExpansionPercent,youthOpportunity2019Percent,0.6227736749052603
medicaidEnrollmentTraditionalPercent,youthOpportunity2022Percent,0.6224687471261299
k12Funding,perCapitaIncomeAsPercentofStatePCI,0.6195033287262194
k12Funding,perCapitaIncome,0.6195033287262194
educationalAttainmentGoal2030,educationalAttainmentPercent,0.6176077977951111
propertyTaxTotalLevy,perCapitaIncome,0.6168959222072286
propertyTaxTotalLevy,perCapitaIncomeAsPercentofStatePCI,0.6168959222072286
demVotePercent2024,averageWeeklyWage,0.6157304526148429
demVotePercent2024,averageWeeklyWageAsPercentofStateAverage,0.6157304526148429
localSalesTaxRate,averageWeeklyWage,0.6148302434410742
localSalesTaxRate,averageWeeklyWageAsPercentofStateAverage,0.6148302434410742
demVotePercent2000,propertyTaxLevy,0.6116638848556954
puvDeferredShare,propertyTaxLevy,0.6112136647499797
educationalAttainmentGoal2030,perCapitaIncome,0.5977654790706519
educationalAttainmentGoal2030,perCapitaIncomeAsPercentofStatePCI,0.5977654790706519
propertyTaxRate,childPovertyPercent,0.5968417770229334
overDoseDeathsPerHundredThousand,drugOverdoseEmergenciesPerHundredThousand,0.5950339030157994
demVotePercent2000,propertyTaxRate,0.5933032656278645
foodInsecurity2022Percent,adultsWithoutHSDiplomaPercent,0.5928738083906561
propertyTaxLevy,childPovertyPercent,0.592845128602191
perCapitaIncome,population,0.5927964971595322
perCapitaIncomeAsPercentofStatePCI,population,0.5927964971595322
perCapitaIncome,populationPercentOfState,0.5927897279834391
perCapitaIncomeAsPercentofStatePCI,populationPercentOfState,0.5927897279834391
puvDeferredShare,propertyTaxRate,0.591753935864743
puvValuationDeferred,averageWeeklyWage,0.5902071434863996
puvValuationDeferred,averageWeeklyWageAsPercentofStateAverage,0.5902071434863996
propertyTaxLevy,medicaidEnrollmentTraditionalPercent,0.5864238113967877
youthOpportunity2019Percent,childPovertyPercent,0.5862285942684746
youthOpportunity2022Percent,childPovertyPercent,0.5840265637557025
educationalAttainmentPercent,gdp2022,0.5808010991406993
puvValuationDeferred,perCapitaIncome,0.58079948451834
puvValuationDeferred,perCapitaIncomeAsPercentofStatePCI,0.58079948451834
educationalAttainmentPercent,Gdp2021,0.5790583256094617
puvValuationDeferred,educationalAttainmentPercent,0.5787870640734896
demVotePercent2020,averageWeeklyWage,0.577834809489698
demVotePercent2020,averageWeeklyWageAsPercentofStateAverage,0.577834809489698
puvValuationDeferred,populationChangeSince2014,0.5775423872969155
uninsuredResidents2021Percent,foodInsecurity2021Percent,0.5743874204262374
gdp2022,perCapitaIncomeAsPercentofStatePCI,0.5739394676625538
gdp2022,perCapitaIncome,0.5739394676625538
Gdp2021,perCapitaIncomeAsPercentofStatePCI,0.572496800763907
Gdp2021,perCapitaIncome,0.572496800763907
averageWeeklyWage,broadbandInternetAccess2019Percent,0.5703135590112481
averageWeeklyWageAsPercentofStateAverage,broadbandInternetAccess2019Percent,0.5703135590112481
demVotePercent2012,propertyTaxLevy,0.5689190198278778
adultsWithoutHSDiplomaPercent,childPovertyPercent,0.5675286679530104
uninsuredResidents2020Percent,foodInsecurity2021Percent,0.5646347832953575
k12FundingADM,broadbandInternetAccess2022Percent,0.5641801312901454
broadbandInternetAccess2022Percent,medianAgeChangePercent,0.5629574647833191
averageWeeklyWageAsPercentofStateAverage,computingDeviceAccess2019Percent,0.5614929168806051
averageWeeklyWage,computingDeviceAccess2019Percent,0.5614929168806051
averageWeeklyWageAsPercentofStateAverage,computingDeviceAccess2022Percent,0.5596685397931737
averageWeeklyWage,computingDeviceAccess2022Percent,0.5596685397931737
demVotePercent2004,propertyTaxLevy,0.5583294244309301
propertyTaxRate,medicaidEnrollmentTraditionalPercent,0.5583038972013109
PropertyValuationPerCapita,perCapitaIncome,0.5582071777785819
PropertyValuationPerCapita,perCapitaIncomeAsPercentofStatePCI,0.5582071777785819
averageWeeklyWageAsPercentofStateAverage,broadbandInternetAccess2022Percent,0.5568291363589475
averageWeeklyWage,broadbandInternetAccess2022Percent,0.5568291363589475
medianAgeChangePercent,populationChangeSince2014,0.5566562614596379
perCapitaIncome,populationChangeSince2014,0.5560849352236638
perCapitaIncomeAsPercentofStatePCI,populationChangeSince2014,0.5560849352236638
puvDeferredShare,adultsWithoutHSDiplomaPercent,0.5553742963390793
medicaidEnrollmentExpansionPercent,youthOpportunity2022Percent,0.5519421979482089
k12FundingADM,broadbandInternetAccess2019Percent,0.5518237813499866
broadbandInternetAccess2019Percent,medianAgeChangePercent,0.5477834905369249
propertyTaxLevy,youthOpportunity2022Percent,0.5460524640762533
puvDeferredShare,childPovertyPercent,0.5453439040843195
k12FundingADM,averageWeeklyWage,0.5450684632201075
k12FundingADM,averageWeeklyWageAsPercentofStateAverage,0.5450684632201075
computingDeviceAccess2019Percent,medianAgeChangePercent,0.5429071187801662
k12FundingADM,medianAgeChangePercent,0.5411319940135647
computingDeviceAccess2022Percent,medianAgeChangePercent,0.5396343004996913
demVotePercent2012,propertyTaxRate,0.5368425589698651
demVotePercent2004,propertyTaxRate,0.5362251584453219
localSalesTaxRate,gdp2022,0.534133751595049
medicaidEnrollmentTraditionalPercent,adultsWithoutHSDiplomaPercent,0.5340802807833307
demVotePercent2008,propertyTaxLevy,0.5340076827017205
localSalesTaxRate,Gdp2021,0.5330801276093116
agriculturalLandAcres,under18Percent,0.531801871358193
foodInsecurity2021Percent,youthOpportunity2019Percent,0.5289975970647551
agriculturalLandAcres,under18ChangeSince2014Percent,0.5289901196142611
demVotePercent2000,Long,0.527548677570268
foodInsecurity2021Percent,adultsWithoutHSDiplomaPercent,0.5271044096882197
Long,propertyTaxLevy,0.5269357205992675
propertyTaxRate,youthOpportunity2022Percent,0.5260033579883187
puvValuationDeferred,computingDeviceAccess2019Percent,0.5252901670663798
numberOfFarms,agriculturalLandAcres,0.5200988383498514
demVotePercent2016,averageWeeklyWage,0.5180790540641569
demVotePercent2016,averageWeeklyWageAsPercentofStateAverage,0.5180790540641569
demVotePercent2024,k12Funding,0.5180046490031084
localSalesTaxRate,k12Funding,0.5175172730361651
demVotePercent2016,propertyTaxLevy,0.5152291768772622
averageWeeklyWage,populationChangeSince2014,0.5142184419547988
averageWeeklyWageAsPercentofStateAverage,populationChangeSince2014,0.5142184419547988
localSalesTaxRate,propertyTaxTotalLevy,0.5129901688800721
k12Funding,k12FundingADM,0.5120543414478773
demVotePercent2024,gdp2022,0.5119598001228435
demVotePercent2024,Gdp2021,0.5116508988482026
localSalesTaxRate,educationalAttainmentGoal2030,0.5093481199206211
educationalAttainmentPercent,medianAgeChangePercent,0.5092820072325929
puvValuationDeferred,under18ChangeSince2014Percent,0.5059049522597587
repVotePercent2020,medianAge,0.5054855514259419
demVotePercent2000,childPovertyPercent,0.50406843026786
puvValuationDeferred,computingDeviceAccess2022Percent,0.5033491467327724
demVotePercent2024,propertyTaxTotalLevy,0.5032723862075704
medicaidEnrollmentExpansionPercent,under18Percent,0.503177486739642
localSalesTaxRate,populationPercentOfState,0.5025522722019374
localSalesTaxRate,population,0.5024987991721286
demVotePercent2008,propertyTaxRate,0.5015654104479875
demVotePercent2024,population,0.5013858562537223
demVotePercent2024,populationPercentOfState,0.5012879120044135
computingDeviceAccess2019Percent,population,0.5012696701761953
computingDeviceAccess2019Percent,populationPercentOfState,0.5010605746418344
repVotePercent2016,medianAge,0.5007832206090846
Area (Square Mile),numberOfFarms,0.5007326103469374
demVotePercent2024,educationalAttainmentGoal2030,0.4990730936059012
Long,propertyTaxRate,0.49624348231139953
propertyTaxLevy,adultsWithoutHSDiplomaPercent,0.49496569612162195
propertyTaxTotalLevy,k12FundingADM,0.49493454035538026
propertyTaxLevy,youthOpportunity2019Percent,0.4937065054162658
uninsuredResidents2020Percent,medicaidEnrollmentExpansionPercent,0.4934251775869047
demVotePercent2020,k12Funding,0.4921288693678001
foodInsecurity2022Percent,youthOpportunity2019Percent,0.4915068837524752
demVotePercent2020,gdp2022,0.4911459083284673
repVotePercent2024,medianAge,0.49108174735474724
demVotePercent2020,Gdp2021,0.49096009209865804
demVotePercent2000,medicaidEnrollmentTraditionalPercent,0.4899675782806251
broadbandInternetAccess2019Percent,population,0.4885200316529516
broadbandInternetAccess2019Percent,populationPercentOfState,0.4882972244880618
demVotePercent2024,k12FundingADM,0.4870201948282268
perCapitaIncomeAsPercentofStatePCI,medianAgeChangePercent,0.4869731010283375
perCapitaIncome,medianAgeChangePercent,0.4869731010283375
computingDeviceAccess2022Percent,population,0.48681915782309537
computingDeviceAccess2022Percent,populationPercentOfState,0.4866144438596978
uninsuredResidents2021Percent,childPovertyPercent,0.4860491452860813
PropertyValuationPerCapita,educationalAttainmentPercent,0.4855235633735314
Area (Square Mile),puvValuationDeferred,0.4847483792681396
propertyTaxPerCapita,perCapitaIncomeAsPercentofStatePCI,0.4845402304937339
propertyTaxPerCapita,perCapitaIncome,0.4845402304937339
propertyTaxTotalLevy,computingDeviceAccess2019Percent,0.48437852672035886
demVotePercent2016,propertyTaxRate,0.48422823097854134
localSalesTaxRate,educationalAttainmentPercent,0.48328056489462656
k12Funding,computingDeviceAccess2019Percent,0.4831500874740386
populationChangeSince2014,population,0.48305088306194804
populationChangeSince2014,populationPercentOfState,0.4829325060015474
puvDeferredShare,youthOpportunity2022Percent,0.48262539481291317
puvValuationDeferred,broadbandInternetAccess2019Percent,0.4825615179135791
repVotePercent2012,medianAge,0.48052390420658186
broadbandInternetAccess2022Percent,population,0.47809632161365345
broadbandInternetAccess2022Percent,populationPercentOfState,0.47785714260097345
k12FundingADM,gdp2022,0.4772176327115747
demVotePercent2020,propertyTaxTotalLevy,0.4762317621129849
k12FundingADM,Gdp2021,0.47596467730135095
educationalAttainmentGoal2030,computingDeviceAccess2019Percent,0.47421130721417903
demVotePercent2020,educationalAttainmentGoal2030,0.4737276838246128
propertyTaxTotalLevy,computingDeviceAccess2022Percent,0.4723472434026533
demVotePercent2020,population,0.4720460139260421
demVotePercent2020,populationPercentOfState,0.47197363063975384
k12Funding,computingDeviceAccess2022Percent,0.4717605654263868
puvValuationDeferred,broadbandInternetAccess2022Percent,0.4713439280534606
educationalAttainmentGoal2030,k12FundingADM,0.47017616251878364
foodInsecurity2021Percent,youthOpportunity2022Percent,0.46991392700731505
youthOpportunity2022Percent,agriculturalLandAcres,0.46959874034945204
repVotePercent2008,medianAge,0.4667925394903272
adultsWithoutHSDiplomaPercent,youthOpportunity2022Percent,0.46591947684205387
uninsuredResidents2020Percent,medicaidEnrollmentTraditionalPercent,0.4655732356283856
propertyTaxLevy,agriculturalLandAcres,0.46519822258912635
propertyTaxLevy,under18Percent,0.46469196892926495
drugOverdoseEmergenciesPerHundredThousand,under18Percent,0.46396081197665173
propertyTaxTotalLevy,broadbandInternetAccess2019Percent,0.46386926758310554
demVotePercent2012,Long,0.46296073146832956
propertyTaxTotalLevy,populationChangeSince2014,0.4623543354025448
demVotePercent2024,educationalAttainmentPercent,0.4617368822038691
k12FundingADM,populationChangeSince2014,0.46128232330763813
educationalAttainmentGoal2030,computingDeviceAccess2022Percent,0.4609886133678964
k12Funding,broadbandInternetAccess2019Percent,0.46084666003838026
medicaidEnrollmentExpansionPercent,adultsWithoutHSDiplomaPercent,0.4604494821906809
medicaidEnrollmentTraditionalPercent,agriculturalLandAcres,0.4594495364703713
averageWeeklyWage,under18ChangeSince2014Percent,0.45888463689277315
averageWeeklyWageAsPercentofStateAverage,under18ChangeSince2014Percent,0.45888463689277315
k12FundingADM,populationPercentOfState,0.4583057058331645
k12FundingADM,population,0.45829209892442135
demVotePercent2016,Long,0.45704301520519613
repVotePercent2000,broadbandInternetAccess2022Percent,0.4569967723432663
repVotePercent2000,broadbandInternetAccess2019Percent,0.4560676677714651
under18ChangeSince2014Percent,population,0.4558799196407191
foodInsecurity2022Percent,youthOpportunity2022Percent,0.4558344892339456
under18ChangeSince2014Percent,populationPercentOfState,0.4557950042603319
educationalAttainmentGoal2030,broadbandInternetAccess2019Percent,0.455661647130414
propertyTaxTotalLevy,broadbandInternetAccess2022Percent,0.454816197712712
uninsuredResidents2021Percent,medicaidEnrollmentExpansionPercent,0.4534859792075738
propertyTaxRate,adultsWithoutHSDiplomaPercent,0.45297277547744974
demVotePercent2000,youthOpportunity2019Percent,0.4528279206325193
PropertyValuationPerCapita,computingDeviceAccess2019Percent,0.45259507460984927
propertyTaxRate,youthOpportunity2019Percent,0.45237719598788756
k12Funding,broadbandInternetAccess2022Percent,0.45216344773834205
PropertyValuationPerCapita,computingDeviceAccess2022Percent,0.45181801087174
k12Funding,populationChangeSince2014,0.4488634906855329
demVotePercent2004,childPovertyPercent,0.44846332408598827
demVotePercent2020,k12FundingADM,0.44804987857390116
PropertyValuationPerCapita,populationChangeSince2014,0.44785757982945545
uninsuredResidents2020Percent,childPovertyPercent,0.44784631370200534
adultsWithoutHSDiplomaPercent,youthOpportunity2019Percent,0.44687978581858867
demVotePercent2024,localSalesTaxRate,0.44669800497104956
educationalAttainmentGoal2030,populationChangeSince2014,0.4457964582048608
puvDeferredShare,preKEnrollment2022Percent,0.4454647370472062
medicaidEnrollmentTraditionalPercent,under18ChangeSince2014Percent,0.4441913161579696
educationalAttainmentGoal2030,broadbandInternetAccess2022Percent,0.44364770828601513
demVotePercent2016,gdp2022,0.44337240156312835
demVotePercent2016,Gdp2021,0.4433654079335382
puvDeferredShare,agriculturalLandAcres,0.4427759992630543
drugOverdoseEmergenciesPerHundredThousand,under18ChangeSince2014Percent,0.44095949455247274
repVotePercent2020,over65ChangeSince2014Percent,0.44094862630248677
demVotePercent2020,propertyTaxLevy,0.43898417803997114
Long,agriculturalLandAcres,0.438662858732656
demVotePercent2004,medicaidEnrollmentTraditionalPercent,0.4384523132642577
repVotePercent2000,populationChangeSince2014,0.4381642365191757
propertyTaxRate,under18Percent,0.437475384742144
repVotePercent2024,over65ChangeSince2014Percent,0.4370067592484024
adultsWithoutHSDiplomaPercent,agriculturalLandAcres,0.4359677070480539
demVotePercent2016,k12Funding,0.4356639589646666
puvDeferredShare,youthOpportunity2019Percent,0.43552198402509784
demVotePercent2008,Long,0.4349864968388532
puvDeferredShare,preKEnrollment2023Percent,0.43481992285076293
demVotePercent2008,averageWeeklyWageAsPercentofStateAverage,0.4327289366613103
demVotePercent2008,averageWeeklyWage,0.4327289366613103
Long,youthOpportunity2022Percent,0.43268406165162876
Long,puvDeferredShare,0.4325404327820559
uninsuredResidents2021Percent,medicaidEnrollmentTraditionalPercent,0.4318872050463891
puvDeferredShare,foodInsecurity2022Percent,0.43119832791237084
demVotePercent2020,localSalesTaxRate,0.43102490262011967
demVotePercent2012,medicaidEnrollmentTraditionalPercent,0.42967639680299646
medianAgeChangePercent,medianAge,0.4281043791673654
puvValuationDeferred,medianAgeChangePercent,0.4276016838402694
puvValuationDeferred,agriculturalLandAcres,0.42734149308098573
localSalesTaxRate,puvValuationDeferred,0.42676776248859694
repVotePercent2016,over65ChangeSince2014Percent,0.42599873489635515
preKEnrollment2022Percent,over65in2024Percent,0.4244225590629791
overDoseDeathsPerHundredThousand,veteranPercent,0.4242434378239684
veteranPercent,over65ChangeSince2014Percent,0.4240582419709993
propertyTaxRate,medicaidEnrollmentExpansionPercent,0.4234519640511819
gdp2022,computingDeviceAccess2019Percent,0.4231393799877251
propertyTaxLevy,medicaidEnrollmentExpansionPercent,0.42273315375496834
demVotePercent2000,youthOpportunity2022Percent,0.42268013509906427
Gdp2021,computingDeviceAccess2019Percent,0.42195035093374844
repVotePercent2024,uninsuredResidents2021Percent,0.419120064368952
demVotePercent2012,averageWeeklyWage,0.4190055655277515
demVotePercent2012,averageWeeklyWageAsPercentofStateAverage,0.4190055655277515
demVotePercent2016,propertyTaxTotalLevy,0.4188866380191912
demVotePercent2016,educationalAttainmentGoal2030,0.41755372259559864
demVotePercent2012,childPovertyPercent,0.41687719760700603
repVotePercent2004,populationChangeSince2014,0.4152459486350118
preKEnrollment2023Percent,veteranPercent,0.4145572109346097
demVotePercent2020,Long,0.4140220887634162
demVotePercent2004,Long,0.41335219374177207
demVotePercent2020,propertyTaxRate,0.41317167851490827
demVotePercent2016,localSalesTaxRate,0.4127281195876451
gdp2022,computingDeviceAccess2022Percent,0.4122980717464099
educationalAttainmentGoal2030,under18ChangeSince2014Percent,0.4122680801815478
gdp2022,broadbandInternetAccess2019Percent,0.4119617002152022
demVotePercent2016,population,0.41194829543907985
demVotePercent2016,populationPercentOfState,0.4119209661685258
Gdp2021,computingDeviceAccess2022Percent,0.41092577915081757
Gdp2021,broadbandInternetAccess2019Percent,0.41089922562646325
repVotePercent2004,broadbandInternetAccess2022Percent,0.4103417315744775
drugOverdoseEmergenciesPerHundredThousand,medicaidEnrollmentTraditionalPercent,0.40977766586339615
Area (Square Mile),under18ChangeSince2014Percent,0.409565504667014
demVotePercent2000,medicaidEnrollmentExpansionPercent,0.4089465447471346
preKEnrollment2022Percent,over65ChangeSince2014Percent,0.40534630984398606
demVotePercent2020,educationalAttainmentPercent,0.4046516631485996
repVotePercent2000,numberOfFarms,0.4034060396886635
puvDeferredShare,foodInsecurity2021Percent,0.4030933185228821
propertyTaxTotalLevy,under18ChangeSince2014Percent,0.4024767237900158
propertyTaxRate,foodInsecurity2021Percent,0.4019940413841721
gdp2022,broadbandInternetAccess2022Percent,0.40122692707689167
drugOverdoseEmergenciesPerHundredThousand,medicaidEnrollmentExpansionPercent,0.40063497608719445
k12Funding,under18ChangeSince2014Percent,0.4006150042295669
propertyTaxRate,agriculturalLandAcres,0.40048872871518554
repVotePercent2000,computingDeviceAccess2019Percent,0.40022990806848674
Gdp2021,broadbandInternetAccess2022Percent,0.40021821499697563
PropertyValuationPerCapita,medianAge,0.40013869731374485
propertyTaxRate,foodInsecurity2022Percent,0.39761216469862837
averageWeeklyWage,medianAgeChangePercent,0.39712844349426835
averageWeeklyWageAsPercentofStateAverage,medianAgeChangePercent,0.39712844349426835
gdp2022,populationChangeSince2014,0.3969816051958378
Gdp2021,populationChangeSince2014,0.3961237517004047
numberOfFarms,populationChangeSince2014,0.39580402962978506
